j_name,j_code,j_url,j_big_type,j_small_type
表面技术,BMJS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=BMJS&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e8%a1%a8%e9%9d%a2%e6%8a%80%e6%9c%af,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
材料热处理学报,JSCL,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JSCL&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e6%9d%90%e6%96%99%e7%83%ad%e5%a4%84%e7%90%86%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
中国表面工程,BMGC,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=BMGC&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e8%a1%a8%e9%9d%a2%e5%b7%a5%e7%a8%8b,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
特种铸造及有色合金,TZZZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=TZZZ&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e7%89%b9%e7%a7%8d%e9%93%b8%e9%80%a0%e5%8f%8a%e6%9c%89%e8%89%b2%e5%90%88%e9%87%91,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
热加工工艺,SJGY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SJGY&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e7%83%ad%e5%8a%a0%e5%b7%a5%e5%b7%a5%e8%89%ba,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
材料科学与工艺,CLKG,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=CLKG&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e6%9d%90%e6%96%99%e7%a7%91%e5%ad%a6%e4%b8%8e%e5%b7%a5%e8%89%ba,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
金属热处理,JSRC,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JSRC&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e9%87%91%e5%b1%9e%e7%83%ad%e5%a4%84%e7%90%86,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
机械工程材料,GXGC,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GXGC&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e6%9c%ba%e6%a2%b0%e5%b7%a5%e7%a8%8b%e6%9d%90%e6%96%99,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
腐蚀与防护,FSYF,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=FSYF&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e8%85%90%e8%9a%80%e4%b8%8e%e9%98%b2%e6%8a%a4,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
中国有色金属学报,ZYXZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZYXZ&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e6%9c%89%e8%89%b2%e9%87%91%e5%b1%9e%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
中国材料进展,XJKB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XJKB&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e6%9d%90%e6%96%99%e8%bf%9b%e5%b1%95,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
航空材料学报,HKCB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=HKCB&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e8%88%aa%e7%a9%ba%e6%9d%90%e6%96%99%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
兵器材料科学与工程,BCKG,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=BCKG&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e5%85%b5%e5%99%a8%e6%9d%90%e6%96%99%e7%a7%91%e5%ad%a6%e4%b8%8e%e5%b7%a5%e7%a8%8b,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
铸造,ZZZZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZZZZ&NaviLink=%e9%87%91%e5%b1%9e%e5%ad%a6%e4%b8%8e%e7%83%ad%e5%a4%84%e7%90%86%2f%e7%84%8a%e6%8e%a5%e3%80%81%e9%87%91%e5%b1%9e%e5%88%87%e5%89%b2%e5%8f%8a%e9%87%91%e5%b1%9e%e7%b2%98%e6%8e%a5-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070011%253F%26OrderBy%3didno%7c%e9%93%b8%e9%80%a0,['工程基础科学，工程设计与测绘'],金属学与热处理/焊接、金属切割及金属粘接
金刚石与磨料磨具工程,JGSM,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JGSM&NaviLink=%e9%87%91%e5%b1%9e%e5%88%87%e5%89%8a%e5%8a%a0%e5%b7%a5%e5%8f%8a%e6%9c%ba%e5%ba%8a%2f%e9%92%b3%e5%b7%a5%e5%b7%a5%e8%89%ba%e4%b8%8e%e8%a3%85%e9%85%8d%e5%b7%a5%e8%89%ba-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070012%253F%26OrderBy%3didno%7c%e9%87%91%e5%88%9a%e7%9f%b3%e4%b8%8e%e7%a3%a8%e6%96%99%e7%a3%a8%e5%85%b7%e5%b7%a5%e7%a8%8b,['工程基础科学，工程设计与测绘'],金属切削加工及机床/钳工工艺与装配工艺
工具技术,GJJS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GJJS&NaviLink=%e9%87%91%e5%b1%9e%e5%88%87%e5%89%8a%e5%8a%a0%e5%b7%a5%e5%8f%8a%e6%9c%ba%e5%ba%8a%2f%e9%92%b3%e5%b7%a5%e5%b7%a5%e8%89%ba%e4%b8%8e%e8%a3%85%e9%85%8d%e5%b7%a5%e8%89%ba-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070012%253F%26OrderBy%3didno%7c%e5%b7%a5%e5%85%b7%e6%8a%80%e6%9c%af,['工程基础科学，工程设计与测绘'],金属切削加工及机床/钳工工艺与装配工艺
摩擦学学报,MCXX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MCXX&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e6%91%a9%e6%93%a6%e5%ad%a6%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],机械、仪表工业
中国机械工程,ZGJX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGJX&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e6%9c%ba%e6%a2%b0%e5%b7%a5%e7%a8%8b,['工程基础科学，工程设计与测绘'],机械、仪表工业
光学技术,GXJS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GXJS&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e5%85%89%e5%ad%a6%e6%8a%80%e6%9c%af,['工程基础科学，工程设计与测绘'],机械、仪表工业
机械强度,JXQD,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JXQD&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e6%9c%ba%e6%a2%b0%e5%bc%ba%e5%ba%a6,['工程基础科学，工程设计与测绘'],机械、仪表工业
机械设计与研究,JSYY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JSYY&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e6%9c%ba%e6%a2%b0%e8%ae%be%e8%ae%a1%e4%b8%8e%e7%a0%94%e7%a9%b6,['工程基础科学，工程设计与测绘'],机械、仪表工业
机械设计,JXSJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JXSJ&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e6%9c%ba%e6%a2%b0%e8%ae%be%e8%ae%a1,['工程基础科学，工程设计与测绘'],机械、仪表工业
机械科学与技术,JXKX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JXKX&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e6%9c%ba%e6%a2%b0%e7%a7%91%e5%ad%a6%e4%b8%8e%e6%8a%80%e6%9c%af,['工程基础科学，工程设计与测绘'],机械、仪表工业
机械传动,JXCD,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JXCD&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e6%9c%ba%e6%a2%b0%e4%bc%a0%e5%8a%a8,['工程基础科学，工程设计与测绘'],机械、仪表工业
电子测量与仪器学报,DZIY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DZIY&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e7%94%b5%e5%ad%90%e6%b5%8b%e9%87%8f%e4%b8%8e%e4%bb%aa%e5%99%a8%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],机械、仪表工业
光学精密工程,GXJM,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GXJM&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e5%85%89%e5%ad%a6%e7%b2%be%e5%af%86%e5%b7%a5%e7%a8%8b,['工程基础科学，工程设计与测绘'],机械、仪表工业
仪器仪表学报,YQXB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=YQXB&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e4%bb%aa%e5%99%a8%e4%bb%aa%e8%a1%a8%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],机械、仪表工业
机械工程学报,JXXB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JXXB&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e6%9c%ba%e6%a2%b0%e5%b7%a5%e7%a8%8b%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],机械、仪表工业
振动.测试与诊断,ZDCS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZDCS&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e6%8c%af%e5%8a%a8.%e6%b5%8b%e8%af%95%e4%b8%8e%e8%af%8a%e6%96%ad,['工程基础科学，工程设计与测绘'],机械、仪表工业
机电工程,JDGC,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JDGC&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e6%9c%ba%e7%94%b5%e5%b7%a5%e7%a8%8b,['工程基础科学，工程设计与测绘'],机械、仪表工业
仪表技术与传感器,YBJS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=YBJS&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e4%bb%aa%e8%a1%a8%e6%8a%80%e6%9c%af%e4%b8%8e%e4%bc%a0%e6%84%9f%e5%99%a8,['工程基础科学，工程设计与测绘'],机械、仪表工业
中国工程机械学报,GCHE,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=GCHE&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%b7%a5%e7%a8%8b%e6%9c%ba%e6%a2%b0%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],机械、仪表工业
工程设计学报,GCSJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GCSJ&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e5%b7%a5%e7%a8%8b%e8%ae%be%e8%ae%a1%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],机械、仪表工业
润滑与密封,RHMF,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=RHMF&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e6%b6%a6%e6%bb%91%e4%b8%8e%e5%af%86%e5%b0%81,['工程基础科学，工程设计与测绘'],机械、仪表工业
压力容器,YLRQ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=YLRQ&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e5%8e%8b%e5%8a%9b%e5%ae%b9%e5%99%a8,['工程基础科学，工程设计与测绘'],机械、仪表工业
现代制造工程,XXGY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XXGY&NaviLink=%e6%9c%ba%e6%a2%b0%e3%80%81%e4%bb%aa%e8%a1%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070013%253F%26OrderBy%3didno%7c%e7%8e%b0%e4%bb%a3%e5%88%b6%e9%80%a0%e5%b7%a5%e7%a8%8b,['工程基础科学，工程设计与测绘'],机械、仪表工业
飞航导弹,FHDD,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=FHDD&NaviLink=%e6%ad%a6%e5%99%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070014%253F%26OrderBy%3didno%7c%e9%a3%9e%e8%88%aa%e5%af%bc%e5%bc%b9,['工程基础科学，工程设计与测绘'],武器工业
弹道学报,DDXB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DDXB&NaviLink=%e6%ad%a6%e5%99%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070014%253F%26OrderBy%3didno%7c%e5%bc%b9%e9%81%93%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],武器工业
战术导弹技术,ZSDD,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZSDD&NaviLink=%e6%ad%a6%e5%99%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070014%253F%26OrderBy%3didno%7c%e6%88%98%e6%9c%af%e5%af%bc%e5%bc%b9%e6%8a%80%e6%9c%af,['工程基础科学，工程设计与测绘'],武器工业
火炸药学报,BGXB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=BGXB&NaviLink=%e6%ad%a6%e5%99%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070014%253F%26OrderBy%3didno%7c%e7%81%ab%e7%82%b8%e8%8d%af%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],武器工业
电光与控制,DGKQ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DGKQ&NaviLink=%e6%ad%a6%e5%99%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070014%253F%26OrderBy%3didno%7c%e7%94%b5%e5%85%89%e4%b8%8e%e6%8e%a7%e5%88%b6,['工程基础科学，工程设计与测绘'],武器工业
含能材料,HNCL,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=HNCL&NaviLink=%e6%ad%a6%e5%99%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070014%253F%26OrderBy%3didno%7c%e5%90%ab%e8%83%bd%e6%9d%90%e6%96%99,['工程基础科学，工程设计与测绘'],武器工业
探测与控制学报,XDYX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=XDYX&NaviLink=%e6%ad%a6%e5%99%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070014%253F%26OrderBy%3didno%7c%e6%8e%a2%e6%b5%8b%e4%b8%8e%e6%8e%a7%e5%88%b6%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],武器工业
兵工学报,BIGO,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=BIGO&NaviLink=%e6%ad%a6%e5%99%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070014%253F%26OrderBy%3didno%7c%e5%85%b5%e5%b7%a5%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],武器工业
兵器装备工程学报,CUXI,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=CUXI&NaviLink=%e6%ad%a6%e5%99%a8%e5%b7%a5%e4%b8%9a-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00070014%253F%26OrderBy%3didno%7c%e5%85%b5%e5%99%a8%e8%a3%85%e5%a4%87%e5%b7%a5%e7%a8%8b%e5%ad%a6%e6%8a%a5,['工程基础科学，工程设计与测绘'],武器工业
