j_name,j_code,j_url,j_big_type,j_small_type
花城,HCHE,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=HCHE&NaviLink=%e4%b8%ad%e5%9b%bd%e6%96%87%e5%ad%a6%e4%bd%9c%e5%93%81-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030026%253F%26OrderBy%3didno%7c%e8%8a%b1%e5%9f%8e,['文化理论/新闻事业'],中国文学作品
北京文学(中篇小说月报),BZXS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=BZXS&NaviLink=%e4%b8%ad%e5%9b%bd%e6%96%87%e5%ad%a6%e4%bd%9c%e5%93%81-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030026%253F%26OrderBy%3didno%7c%e5%8c%97%e4%ba%ac%e6%96%87%e5%ad%a6(%e4%b8%ad%e7%af%87%e5%b0%8f%e8%af%b4%e6%9c%88%e6%8a%a5),['文化理论/新闻事业'],中国文学作品
长江文艺,CJWY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=CJWY&NaviLink=%e4%b8%ad%e5%9b%bd%e6%96%87%e5%ad%a6%e4%bd%9c%e5%93%81-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030026%253F%26OrderBy%3didno%7c%e9%95%bf%e6%b1%9f%e6%96%87%e8%89%ba,['文化理论/新闻事业'],中国文学作品
小说月报(原创版),XSYY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XSYY&NaviLink=%e4%b8%ad%e5%9b%bd%e6%96%87%e5%ad%a6%e4%bd%9c%e5%93%81-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030026%253F%26OrderBy%3didno%7c%e5%b0%8f%e8%af%b4%e6%9c%88%e6%8a%a5(%e5%8e%9f%e5%88%9b%e7%89%88),['文化理论/新闻事业'],中国文学作品
江南,JANA,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JANA&NaviLink=%e4%b8%ad%e5%9b%bd%e6%96%87%e5%ad%a6%e4%bd%9c%e5%93%81-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030026%253F%26OrderBy%3didno%7c%e6%b1%9f%e5%8d%97,['文化理论/新闻事业'],中国文学作品
芙蓉,FURN,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=FURN&NaviLink=%e4%b8%ad%e5%9b%bd%e6%96%87%e5%ad%a6%e4%bd%9c%e5%93%81-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030026%253F%26OrderBy%3didno%7c%e8%8a%99%e8%93%89,['文化理论/新闻事业'],中国文学作品
民族艺术,MZYS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MZYS&NaviLink=%e8%89%ba%e6%9c%af(%e9%99%a4%e7%bb%98%e7%94%bb%2f%e7%94%b5%e5%bd%b1%e3%80%81%e7%94%b5%e8%a7%86%e8%89%ba%e6%9c%af)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030027%253F%26OrderBy%3didno%7c%e6%b0%91%e6%97%8f%e8%89%ba%e6%9c%af,['文化理论/新闻事业'],艺术(除绘画/电影、电视艺术)
艺术百家,YSBJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=YSBJ&NaviLink=%e8%89%ba%e6%9c%af(%e9%99%a4%e7%bb%98%e7%94%bb%2f%e7%94%b5%e5%bd%b1%e3%80%81%e7%94%b5%e8%a7%86%e8%89%ba%e6%9c%af)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030027%253F%26OrderBy%3didno%7c%e8%89%ba%e6%9c%af%e7%99%be%e5%ae%b6,['文化理论/新闻事业'],艺术(除绘画/电影、电视艺术)
装饰,ZSHI,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZSHI&NaviLink=%e7%bb%98%e7%94%bb%ef%bc%8c%e9%9b%95%e5%a1%91%ef%bc%8c%e5%b7%a5%e8%89%ba%e7%be%8e%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030028%253F%26OrderBy%3didno%7c%e8%a3%85%e9%a5%b0,['文化理论/新闻事业'],绘画，雕塑，工艺美术
美术研究,MUSE,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MUSE&NaviLink=%e7%bb%98%e7%94%bb%ef%bc%8c%e9%9b%95%e5%a1%91%ef%bc%8c%e5%b7%a5%e8%89%ba%e7%be%8e%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030028%253F%26OrderBy%3didno%7c%e7%be%8e%e6%9c%af%e7%a0%94%e7%a9%b6,['文化理论/新闻事业'],绘画，雕塑，工艺美术
美术,MEIS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MEIS&NaviLink=%e7%bb%98%e7%94%bb%ef%bc%8c%e9%9b%95%e5%a1%91%ef%bc%8c%e5%b7%a5%e8%89%ba%e7%be%8e%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030028%253F%26OrderBy%3didno%7c%e7%be%8e%e6%9c%af,['文化理论/新闻事业'],绘画，雕塑，工艺美术
南京艺术学院学报(美术与设计),NJYS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=NJYS&NaviLink=%e7%bb%98%e7%94%bb%ef%bc%8c%e9%9b%95%e5%a1%91%ef%bc%8c%e5%b7%a5%e8%89%ba%e7%be%8e%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030028%253F%26OrderBy%3didno%7c%e5%8d%97%e4%ba%ac%e8%89%ba%e6%9c%af%e5%ad%a6%e9%99%a2%e5%ad%a6%e6%8a%a5(%e7%be%8e%e6%9c%af%e4%b8%8e%e8%ae%be%e8%ae%a1),['文化理论/新闻事业'],绘画，雕塑，工艺美术
美术观察,MSGC,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MSGC&NaviLink=%e7%bb%98%e7%94%bb%ef%bc%8c%e9%9b%95%e5%a1%91%ef%bc%8c%e5%b7%a5%e8%89%ba%e7%be%8e%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030028%253F%26OrderBy%3didno%7c%e7%be%8e%e6%9c%af%e8%a7%82%e5%af%9f,['文化理论/新闻事业'],绘画，雕塑，工艺美术
美术学报,MSXB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MSXB&NaviLink=%e7%bb%98%e7%94%bb%ef%bc%8c%e9%9b%95%e5%a1%91%ef%bc%8c%e5%b7%a5%e8%89%ba%e7%be%8e%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030028%253F%26OrderBy%3didno%7c%e7%be%8e%e6%9c%af%e5%ad%a6%e6%8a%a5,['文化理论/新闻事业'],绘画，雕塑，工艺美术
中国书法,ZGXE,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGXE&NaviLink=%e7%bb%98%e7%94%bb%ef%bc%8c%e9%9b%95%e5%a1%91%ef%bc%8c%e5%b7%a5%e8%89%ba%e7%be%8e%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030028%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e4%b9%a6%e6%b3%95,['文化理论/新闻事业'],绘画，雕塑，工艺美术
音乐研究,MUSI,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MUSI&NaviLink=%e9%9f%b3%e4%b9%90-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030029%253F%26OrderBy%3didno%7c%e9%9f%b3%e4%b9%90%e7%a0%94%e7%a9%b6,['文化理论/新闻事业'],音乐
中央音乐学院学报,ZYYE,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZYYE&NaviLink=%e9%9f%b3%e4%b9%90-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030029%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%a4%ae%e9%9f%b3%e4%b9%90%e5%ad%a6%e9%99%a2%e5%ad%a6%e6%8a%a5,['文化理论/新闻事业'],音乐
中国音乐学,ZYYX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=ZYYX&NaviLink=%e9%9f%b3%e4%b9%90-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030029%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e9%9f%b3%e4%b9%90%e5%ad%a6,['文化理论/新闻事业'],音乐
中国音乐,ZGMU,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=ZGMU&NaviLink=%e9%9f%b3%e4%b9%90-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030029%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e9%9f%b3%e4%b9%90,['文化理论/新闻事业'],音乐
音乐艺术(上海音乐学院学报),SHYB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SHYB&NaviLink=%e9%9f%b3%e4%b9%90-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030029%253F%26OrderBy%3didno%7c%e9%9f%b3%e4%b9%90%e8%89%ba%e6%9c%af(%e4%b8%8a%e6%b5%b7%e9%9f%b3%e4%b9%90%e5%ad%a6%e9%99%a2%e5%ad%a6%e6%8a%a5),['文化理论/新闻事业'],音乐
黄钟(武汉音乐学院学报),HZWH,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=HZWH&NaviLink=%e9%9f%b3%e4%b9%90-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030029%253F%26OrderBy%3didno%7c%e9%bb%84%e9%92%9f(%e6%ad%a6%e6%b1%89%e9%9f%b3%e4%b9%90%e5%ad%a6%e9%99%a2%e5%ad%a6%e6%8a%a5),['文化理论/新闻事业'],音乐
人民音乐,RMYY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=RMYY&NaviLink=%e9%9f%b3%e4%b9%90-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030029%253F%26OrderBy%3didno%7c%e4%ba%ba%e6%b0%91%e9%9f%b3%e4%b9%90,['文化理论/新闻事业'],音乐
南京艺术学院学报(音乐与表演),NJBY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=NJBY&NaviLink=%e9%9f%b3%e4%b9%90-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030029%253F%26OrderBy%3didno%7c%e5%8d%97%e4%ba%ac%e8%89%ba%e6%9c%af%e5%ad%a6%e9%99%a2%e5%ad%a6%e6%8a%a5(%e9%9f%b3%e4%b9%90%e4%b8%8e%e8%a1%a8%e6%bc%94),['文化理论/新闻事业'],音乐
星海音乐学院学报,XHYY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=XHYY&NaviLink=%e9%9f%b3%e4%b9%90-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030029%253F%26OrderBy%3didno%7c%e6%98%9f%e6%b5%b7%e9%9f%b3%e4%b9%90%e5%ad%a6%e9%99%a2%e5%ad%a6%e6%8a%a5,['文化理论/新闻事业'],音乐
音乐创作,YYCZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=YYCZ&NaviLink=%e9%9f%b3%e4%b9%90-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030029%253F%26OrderBy%3didno%7c%e9%9f%b3%e4%b9%90%e5%88%9b%e4%bd%9c,['文化理论/新闻事业'],音乐
北京舞蹈学院学报,BJWD,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=BJWD&NaviLink=%e8%88%9e%e8%b9%88-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030030%253F%26OrderBy%3didno%7c%e5%8c%97%e4%ba%ac%e8%88%9e%e8%b9%88%e5%ad%a6%e9%99%a2%e5%ad%a6%e6%8a%a5,['文化理论/新闻事业'],舞蹈
戏剧(中央戏剧学院学报),XJZZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XJZZ&NaviLink=%e6%88%8f%e5%89%a7%e3%80%81%e6%9b%b2%e8%89%ba%e3%80%81%e6%9d%82%e6%8a%80%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030031%253F%26OrderBy%3didno%7c%e6%88%8f%e5%89%a7(%e4%b8%ad%e5%a4%ae%e6%88%8f%e5%89%a7%e5%ad%a6%e9%99%a2%e5%ad%a6%e6%8a%a5),['文化理论/新闻事业'],戏剧、曲艺、杂技艺术
戏剧文学,XJWX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XJWX&NaviLink=%e6%88%8f%e5%89%a7%e3%80%81%e6%9b%b2%e8%89%ba%e3%80%81%e6%9d%82%e6%8a%80%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030031%253F%26OrderBy%3didno%7c%e6%88%8f%e5%89%a7%e6%96%87%e5%ad%a6,['文化理论/新闻事业'],戏剧、曲艺、杂技艺术
中国戏剧,XIJU,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XIJU&NaviLink=%e6%88%8f%e5%89%a7%e3%80%81%e6%9b%b2%e8%89%ba%e3%80%81%e6%9d%82%e6%8a%80%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030031%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e6%88%8f%e5%89%a7,['文化理论/新闻事业'],戏剧、曲艺、杂技艺术
戏剧艺术,XJYX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XJYX&NaviLink=%e6%88%8f%e5%89%a7%e3%80%81%e6%9b%b2%e8%89%ba%e3%80%81%e6%9d%82%e6%8a%80%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030031%253F%26OrderBy%3didno%7c%e6%88%8f%e5%89%a7%e8%89%ba%e6%9c%af,['文化理论/新闻事业'],戏剧、曲艺、杂技艺术
戏曲艺术,XQYS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XQYS&NaviLink=%e6%88%8f%e5%89%a7%e3%80%81%e6%9b%b2%e8%89%ba%e3%80%81%e6%9d%82%e6%8a%80%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030031%253F%26OrderBy%3didno%7c%e6%88%8f%e6%9b%b2%e8%89%ba%e6%9c%af,['文化理论/新闻事业'],戏剧、曲艺、杂技艺术
四川戏剧,SCXJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SCXJ&NaviLink=%e6%88%8f%e5%89%a7%e3%80%81%e6%9b%b2%e8%89%ba%e3%80%81%e6%9d%82%e6%8a%80%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030031%253F%26OrderBy%3didno%7c%e5%9b%9b%e5%b7%9d%e6%88%8f%e5%89%a7,['文化理论/新闻事业'],戏剧、曲艺、杂技艺术
当代电影,DDDY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DDDY&NaviLink=%e7%94%b5%e5%bd%b1%e3%80%81%e7%94%b5%e8%a7%86%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030032%253F%26OrderBy%3didno%7c%e5%bd%93%e4%bb%a3%e7%94%b5%e5%bd%b1,['文化理论/新闻事业'],电影、电视艺术
电影艺术,DYYS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DYYS&NaviLink=%e7%94%b5%e5%bd%b1%e3%80%81%e7%94%b5%e8%a7%86%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030032%253F%26OrderBy%3didno%7c%e7%94%b5%e5%bd%b1%e8%89%ba%e6%9c%af,['文化理论/新闻事业'],电影、电视艺术
世界电影,SJDY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SJDY&NaviLink=%e7%94%b5%e5%bd%b1%e3%80%81%e7%94%b5%e8%a7%86%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030032%253F%26OrderBy%3didno%7c%e4%b8%96%e7%95%8c%e7%94%b5%e5%bd%b1,['文化理论/新闻事业'],电影、电视艺术
北京电影学院学报,BDYX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=BDYX&NaviLink=%e7%94%b5%e5%bd%b1%e3%80%81%e7%94%b5%e8%a7%86%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030032%253F%26OrderBy%3didno%7c%e5%8c%97%e4%ba%ac%e7%94%b5%e5%bd%b1%e5%ad%a6%e9%99%a2%e5%ad%a6%e6%8a%a5,['文化理论/新闻事业'],电影、电视艺术
中国电视,ZGDD,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGDD&NaviLink=%e7%94%b5%e5%bd%b1%e3%80%81%e7%94%b5%e8%a7%86%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030032%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e7%94%b5%e8%a7%86,['文化理论/新闻事业'],电影、电视艺术
电影评介,DYPJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DYPJ&NaviLink=%e7%94%b5%e5%bd%b1%e3%80%81%e7%94%b5%e8%a7%86%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030032%253F%26OrderBy%3didno%7c%e7%94%b5%e5%bd%b1%e8%af%84%e4%bb%8b,['文化理论/新闻事业'],电影、电视艺术
电影文学,DYLX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DYLX&NaviLink=%e7%94%b5%e5%bd%b1%e3%80%81%e7%94%b5%e8%a7%86%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030032%253F%26OrderBy%3didno%7c%e7%94%b5%e5%bd%b1%e6%96%87%e5%ad%a6,['文化理论/新闻事业'],电影、电视艺术
电影新作,DYSZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DYSZ&NaviLink=%e7%94%b5%e5%bd%b1%e3%80%81%e7%94%b5%e8%a7%86%e8%89%ba%e6%9c%af-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030032%253F%26OrderBy%3didno%7c%e7%94%b5%e5%bd%b1%e6%96%b0%e4%bd%9c,['文化理论/新闻事业'],电影、电视艺术
近代史研究,JDSY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=JDSY&NaviLink=%e5%8e%86%e5%8f%b2(%e9%99%a4%e4%b8%ad%e5%9b%bd%e5%ad%a6%e3%80%81%e6%b1%89%e5%ad%a6%e5%92%8c%e6%96%87%e7%89%a9%e8%80%83%e5%8f%a4)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030033%253F%26OrderBy%3didno%7c%e8%bf%91%e4%bb%a3%e5%8f%b2%e7%a0%94%e7%a9%b6,['文化理论/新闻事业'],历史(除中国学、汉学和文物考古)
历史研究,LSYJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=LSYJ&NaviLink=%e5%8e%86%e5%8f%b2(%e9%99%a4%e4%b8%ad%e5%9b%bd%e5%ad%a6%e3%80%81%e6%b1%89%e5%ad%a6%e5%92%8c%e6%96%87%e7%89%a9%e8%80%83%e5%8f%a4)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030033%253F%26OrderBy%3didno%7c%e5%8e%86%e5%8f%b2%e7%a0%94%e7%a9%b6,['文化理论/新闻事业'],历史(除中国学、汉学和文物考古)
清史研究,QSYJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=QSYJ&NaviLink=%e5%8e%86%e5%8f%b2(%e9%99%a4%e4%b8%ad%e5%9b%bd%e5%ad%a6%e3%80%81%e6%b1%89%e5%ad%a6%e5%92%8c%e6%96%87%e7%89%a9%e8%80%83%e5%8f%a4)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030033%253F%26OrderBy%3didno%7c%e6%b8%85%e5%8f%b2%e7%a0%94%e7%a9%b6,['文化理论/新闻事业'],历史(除中国学、汉学和文物考古)
史学集刊,SHXZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SHXZ&NaviLink=%e5%8e%86%e5%8f%b2(%e9%99%a4%e4%b8%ad%e5%9b%bd%e5%ad%a6%e3%80%81%e6%b1%89%e5%ad%a6%e5%92%8c%e6%96%87%e7%89%a9%e8%80%83%e5%8f%a4)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030033%253F%26OrderBy%3didno%7c%e5%8f%b2%e5%ad%a6%e9%9b%86%e5%88%8a,['文化理论/新闻事业'],历史(除中国学、汉学和文物考古)
抗日战争研究,KANG,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=KANG&NaviLink=%e5%8e%86%e5%8f%b2(%e9%99%a4%e4%b8%ad%e5%9b%bd%e5%ad%a6%e3%80%81%e6%b1%89%e5%ad%a6%e5%92%8c%e6%96%87%e7%89%a9%e8%80%83%e5%8f%a4)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030033%253F%26OrderBy%3didno%7c%e6%8a%97%e6%97%a5%e6%88%98%e4%ba%89%e7%a0%94%e7%a9%b6,['文化理论/新闻事业'],历史(除中国学、汉学和文物考古)
中国边疆史地研究,ZGBJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGBJ&NaviLink=%e5%8e%86%e5%8f%b2(%e9%99%a4%e4%b8%ad%e5%9b%bd%e5%ad%a6%e3%80%81%e6%b1%89%e5%ad%a6%e5%92%8c%e6%96%87%e7%89%a9%e8%80%83%e5%8f%a4)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030033%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e8%be%b9%e7%96%86%e5%8f%b2%e5%9c%b0%e7%a0%94%e7%a9%b6,['文化理论/新闻事业'],历史(除中国学、汉学和文物考古)
史林,LWBI,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=LWBI&NaviLink=%e5%8e%86%e5%8f%b2(%e9%99%a4%e4%b8%ad%e5%9b%bd%e5%ad%a6%e3%80%81%e6%b1%89%e5%ad%a6%e5%92%8c%e6%96%87%e7%89%a9%e8%80%83%e5%8f%a4)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030033%253F%26OrderBy%3didno%7c%e5%8f%b2%e6%9e%97,['文化理论/新闻事业'],历史(除中国学、汉学和文物考古)
史学月刊,SXYK,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SXYK&NaviLink=%e5%8e%86%e5%8f%b2(%e9%99%a4%e4%b8%ad%e5%9b%bd%e5%ad%a6%e3%80%81%e6%b1%89%e5%ad%a6%e5%92%8c%e6%96%87%e7%89%a9%e8%80%83%e5%8f%a4)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030033%253F%26OrderBy%3didno%7c%e5%8f%b2%e5%ad%a6%e6%9c%88%e5%88%8a,['文化理论/新闻事业'],历史(除中国学、汉学和文物考古)
中国农史,ZGNS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGNS&NaviLink=%e5%8e%86%e5%8f%b2(%e9%99%a4%e4%b8%ad%e5%9b%bd%e5%ad%a6%e3%80%81%e6%b1%89%e5%ad%a6%e5%92%8c%e6%96%87%e7%89%a9%e8%80%83%e5%8f%a4)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030033%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e5%86%9c%e5%8f%b2,['文化理论/新闻事业'],历史(除中国学、汉学和文物考古)
世界历史,HIST,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=HIST&NaviLink=%e5%8e%86%e5%8f%b2(%e9%99%a4%e4%b8%ad%e5%9b%bd%e5%ad%a6%e3%80%81%e6%b1%89%e5%ad%a6%e5%92%8c%e6%96%87%e7%89%a9%e8%80%83%e5%8f%a4)-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00030033%253F%26OrderBy%3didno%7c%e4%b8%96%e7%95%8c%e5%8e%86%e5%8f%b2,['文化理论/新闻事业'],历史(除中国学、汉学和文物考古)
